"정보공시 
학교코드_x",학교급구분,시군구명_x,학교명,H_m,,H_ppc,소비1위,소비2위,전입학생수 계,전출학생수 계,전체학생수 계_x,R_net,학구 순전입률(%),P_special,P_multi,P_benefit,I_SCU,H_path,H_job,과밀지수,고립지수
S060000548,초등학교,서구,한밭초등학교,15.98504294,15.96573275,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",192,51,1673,0.08428,8.43,0.007172743574,1.942,9.077,96.32460909,1,0.3423,0.1214222323,0
S060000323,초등학교,중구,대전중앙초등학교,8.327218674,8.257578311,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",187,38,806,0.1,15,0.03970223325,3.136,16.124,93.56676592,1,0.3428,0.06371989485,0
S060001173,초등학교,유성구,대전용산초등학교,5.916682616,5.894139811,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",123,22,938,0.073922,7.39,0.0170575693,2.08,7.841,96.68731414,1,0.346,0.0637572683,0
S060001140,초등학교,동구,대전은어송초등학교,5.397145621,5.40244834,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",125,26,838,0.082608,8.26,0.01909307876,4.034,27.601,89.44863564,1,0.3712,0.06021366765,0
S060000326,초등학교,동구,대전천동초등학교,5.050917328,5.036786187,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",121,30,728,0.1,12.03,0.03296703297,4.034,27.601,89.44401099,1,0.3712,0.05755345342,0
S060000296,초등학교,중구,대전목동초등학교,3.881335209,3.839661301,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",101,22,612,0.1,11.12,0.04901960784,3.136,16.124,93.56366013,1,0.3428,0.0483828482,0
S060001224,초등학교,유성구,대전원신흥초등학교,3.774790475,3.72149645,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",101,38,570,0.1,11.05,0.05964912281,2.08,7.841,96.67311696,1,0.346,0.04506245666,0
S060001082,초등학교,중구,대전목양초등학교,3.676229983,3.657652234,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",86,11,671,0.1,11.18,0.02682563338,3.136,16.124,93.57105812,1,0.3428,0.05304720775,0
S060000521,초등학교,서구,대전삼천초등학교,3.101834921,3.075764078,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",74,19,657,0.083714,8.37,0.03652968037,1.942,9.077,96.31482344,1,0.3423,0.04752306308,0
S060000309,초등학교,중구,대전선화초등학교,3.026955123,1.681180579,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",195,20,186,0.1,94.09,0.0752688172,3.136,16.124,93.55491039,1,0.3428,0.01470459112,0.535
S060001136,초등학교,중구,대전글꽃초등학교,2.065270561,2.055212772,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",61,42,919,0.020675,2.07,0.02611534276,3.136,16.124,93.57129489,1,0.3428,0.03303530183,0
S060000525,초등학교,서구,대전서원초등학교,1.822952924,1.810932349,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",48,21,619,0.043619,4.36,0.02907915994,1.942,9.077,96.31730695,1,0.3423,0.0323197885,0
S060001113,초등학교,유성구,대전동화초등학교,1.688998236,1.684306573,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",29,26,777,0.057045,5.7,0.01287001287,2.08,7.841,96.68871,1,0.346,0.04639485478,0
S060000336,초등학교,중구,산서초등학교,1.475144328,0.8160198854,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",1,4,55,-0.05004,-5,0.0502,2.8691,15.601,93.80364884,1,0.3428,0,0.8625
S060000514,초등학교,서구,대전문정초등학교,1.587521678,1.570450099,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",45,21,502,0.047809,4.78,0.0502,2.8691,15.601,93.80364884,1,0.3423,0.02744091293,0
S060000527,초등학교,서구,대전성룡초등학교,1.564842755,1.561012311,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",43,25,985,0.01189,1.19,0.01218274112,1.942,9.077,96.32293909,1,0.3423,0.02685141436,0
S060000286,초등학교,중구,대전대신초등학교,1.450495565,0.8088399575,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",2,7,66,-0.07576,-7.58,0.1212121212,3.136,16.124,93.53959596,1,0.3428,0,0.835
S060000299,초등학교,중구,대전문창초등학교,1.360702742,0.7591523999,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",11,2,143,0.062937,6.29,0.1258741259,3.136,16.124,93.53804196,1,0.3428,0.008968691073,0.6425
S060000275,중학교,중구,청란여자중학교,1.330520169,0.4067398571,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",2,1,32,-0.00137,-0.14,0.0502,2.8691,15.601,93.80364884,0.3427991886,0.3428,0,0.92
S060000304,초등학교,중구,대전보운초등학교,1.306397051,0.725417493,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",3,16,139,-0.09353,-9.35,0.07194244604,3.136,16.124,93.55601918,1,0.3428,0,0.6525
S060000298,초등학교,중구,대전문성초등학교,1.274634203,0.7103974786,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",1,4,155,-0.01936,-1.94,0.1161290323,3.136,16.124,93.54129032,1,0.3428,0,0.6125
S060000316,초등학교,중구,대전옥계초등학교,1.266778484,0.7049727624,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",9,15,159,-0.03774,-3.77,0.1006289308,3.136,16.124,93.54645702,1,0.3428,0,0.6025
S060000325,초등학교,중구,대전중촌초등학교,1.251536716,0.6937669751,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",13,15,212,0.042006,4.2,0.03773584906,3.136,16.124,93.56742138,1,0.3428,0.01086254362,0.47
S060000269,중학교,중구,동명중학교,1.21441499,0.3026339507,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",1,3,87,-0.00137,-0.14,0.0502,2.8691,15.601,93.80364884,0.1455938697,0.3428,0,0.7825
S060000285,초등학교,중구,대전대문초등학교,1.160134637,0.6443359094,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",7,15,213,-0.03756,-3.76,0.07511737089,3.136,16.124,93.55496088,1,0.3428,0,0.4675
S060000307,초등학교,중구,대전석교초등학교,1.158213282,0.6425432233,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",6,15,214,-0.04206,-4.21,0.05607476636,3.136,16.124,93.56130841,1,0.3428,0,0.465
S060000256,중학교,중구,대전문화여자중학교,1.130594789,0.3580009691,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",8,8,158,0.009575,0.96,0.03797468354,3.136,16.124,93.56734177,0.3701720278,0.3428,0.003865151194,0.605
S060000251,중학교,중구,대전대문중학교,1.119354941,0.3141642084,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",3,3,150,0.009575,0.96,0.06666666667,3.136,16.124,93.55777778,0.2575906045,0.3428,0.003669447336,0.625
S060000293,초등학교,중구,대전동문초등학교,1.112886646,0.6165015601,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",10,13,237,-0.01266,-1.27,0.008438818565,3.136,16.124,93.57718706,1,0.3428,0,0.4075
S060000303,초등학교,중구,대전보성초등학교,1.067383381,0.591434361,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",15,17,260,-0.00769,-0.77,0.02307692308,3.136,16.124,93.57230769,1,0.3428,0,0.35
S060000505,초등학교,서구,대전구봉초등학교,1.404144816,1.390927021,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",37,23,688,0.020349,2.03,0.04069767442,1.942,9.077,96.31343411,1,0.3423,0.02453578644,0
S060000300,초등학교,중구,대전문화초등학교,1.053489458,0.5841444979,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",9,32,267,-0.08614,-8.61,0.04494382022,3.136,16.124,93.56501873,1,0.3428,0,0.3325
S060000320,초등학교,중구,대전유평초등학교,1.02531665,0.5684269883,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",10,9,295,0.00339,0.34,0.0406779661,3.136,16.124,93.56644068,1,0.3428,0.004293998355,0.2625
S060000340,초등학교,중구,서대전초등학교,0.9942048761,0.5511731938,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",9,16,297,-0.02357,-2.36,0.0404040404,3.136,16.124,93.56653199,1,0.3428,0,0.2575
S060000315,초등학교,중구,대전오류초등학교,0.986283646,0.5469159984,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",12,29,301,-0.05648,-5.65,0.04651162791,3.136,16.124,93.56449612,1,0.3428,0,0.2475
S060000265,중학교,중구,대전중앙중학교,0.9690468019,0.3460103539,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",0,4,250,0.005216,0.52,0,3.136,16.124,93.58,0.4784279135,0.3428,0.004513867521,0.375
S060000280,중학교,중구,호수돈여자중학교,0.9661164805,0.3952389883,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",18,13,295,0.005216,0.52,0.006779661017,3.136,16.124,93.57774011,0.6095181322,0.3428,0.005326363675,0.2625
S060000253,중학교,중구,대전동산중학교,0.9339507865,0.24528151,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",19,5,298,0.009575,0.96,0.0502,2.8691,15.601,93.80364884,0.2043382959,0.3428,0.007289968707,0.255
S060000198,,중구,대전국제통상고등학교,0.8989566745,0.2147273334,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",5,11,269,-0.02230483271,-2.230483271,0.06691449814,3.136,16.124,93.55769517,0.03810972458,0.3428,0,0.3275
S060000319,초등학교,중구,대전원평초등학교,0.8697095928,0.4819594971,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",10,25,360,-0.04167,-4.17,0.02777777778,3.136,16.124,93.57074074,1,0.3428,0,0.1
S060000272,중학교,중구,대전신일중학교,0.8552444502,0.2074445622,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",1,1,297,-0.00137,-0.14,0.0502,2.8691,15.601,93.80364884,0.1073649175,0.3428,0,0.2575
S060000232,고등학교,중구,청란여자고등학교,0.7350940896,0.2263017509,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",0,6,376,-0.00201,-0.2,0.0502,2.8691,15.601,93.80364884,0.3488816258,0.3428,0,0.06
S060000266,중학교,중구,대전중학교,0.7085624129,0.2319781435,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",9,12,393,-0.00137,-0.14,0.04071246819,3.136,16.124,93.56642918,0.3989486022,0.3428,0,0.0175
S060000342,초등학교,동구,세천초등학교,1.455312586,0.8553982088,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",3,1,45,0.047695,4.77,0.04444444444,4.034,27.601,89.44018519,1,0.3712,0.002456908309,0.8875
S060000343,초등학교,대덕구,신탄진용정초등학교,1.295233195,1.292708604,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",44,30,432,0.035032,3.5,0.03703703704,4.933,31.823,87.73565432,1,0.3436,0.02021418433,0
S060000333,초등학교,동구,동명초등학교,1.453679139,0.8645265396,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",5,1,46,0.022431,2.24,0.1739130435,4.034,27.601,89.39702899,1,0.3712,0.001722352969,0.885
S060000338,초등학교,동구,산흥초등학교,1.449941714,0.8573902163,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",3,3,47,0.023306,2.33,0.1276595745,4.034,27.601,89.41244681,1,0.3712,0.001793790574,0.8825
S060000538,초등학교,서구,대전탄방초등학교,1.273776322,1.263553569,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",40,33,715,0.00979,0.98,0.03496503497,1.942,9.077,96.31534499,1,0.3423,0.01768631666,0
S060000306,초등학교,동구,대전삼성초등학교,1.434222771,0.8492857515,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",21,3,114,0.1,15.79,0.1403508772,4.034,27.601,89.40821637,1,0.3712,0.009012491331,0.715
S060000321,초등학교,동구,대전자양초등학교,1.334994484,0.7958861008,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",1,5,105,-0.0381,-3.81,0.1904761905,4.034,27.601,89.39150794,1,0.3712,0,0.7375
S060000287,초등학교,동구,대전대암초등학교,1.319554664,0.7894783899,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",0,9,113,-0.07965,-7.96,0.2123893805,4.034,27.601,89.38420354,1,0.3712,0,0.7175
S060000291,초등학교,동구,대전동광초등학교,1.281486073,0.7561380469,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",4,9,133,-0.03759,-3.76,0.1052631579,4.034,27.601,89.41991228,1,0.3712,0,0.6675
S060000479,중학교,서구,대전탄방중학교,1.255442632,1.253571284,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",37,24,1170,0.008041,0.8,0.006837606838,1.942,9.077,96.3247208,0.1628386614,0.3423,0.02622894977,0
S060000329,초등학교,동구,대전현암초등학교,1.266089689,0.7476125829,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",4,7,141,-0.02128,-2.13,0.1134751773,4.034,27.601,89.41717494,1,0.3712,0,0.6475
S060000279,중학교,동구,한밭중학교,1.260874618,0.6186407958,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",5,7,85,0.005216,0.52,0.2588235294,4.034,27.601,89.36872549,0.6512497276,0.3712,0.001534714957,0.7875
S060001138,초등학교,동구,대전동서초등학교,1.137700663,0.6332578393,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",3,5,227,-0.00881,-0.88,0.0502,2.8691,15.601,93.80364884,1,0.3712,0,0.4325
S060000270,중학교,동구,동신중학교,1.119356314,0.3782063939,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",7,11,117,-0.000016,0,0.188034188,4.034,27.601,89.39232194,0.1906693712,0.3712,0,0.7075
S060000208,,동구,대전동신과학고등학교,1.081124328,0.4907685085,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",0,1,216,-0.00462962963,-0.462962963,0.0502,2.8691,15.601,93.80364884,0.7109319061,0.3712,0,0.46
S060000268,중학교,동구,동대전중학교,1.072937301,0.4297563922,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",4,1,204,-0.000016,0,0.0502,2.8691,15.601,93.80364884,0.5715010142,0.3712,0,0.49
S060000461,중학교,서구,대전문정중학교,1.207578093,1.205162678,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",33,17,1184,0.008041,0.8,0.008445945946,1.942,9.077,96.32418468,0.2335164532,0.3423,0.02654280046,0
S060000247,중학교,동구,대전대성여자중학교,1.007028273,0.3479325676,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",10,3,192,-0.000016,0,0.05208333333,4.034,27.601,89.43763889,0.2983497358,0.3712,0,0.52
S060000271,중학교,동구,보문중학교,0.9905781698,0.2587581536,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",8,1,231,0.005216,0.52,0.0502,2.8691,15.601,93.80364884,0.1369664188,0.3712,0.00417081359,0.4225
S060001175,초등학교,유성구,대전관평초등학교,1.191094935,1.178214104,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",26,13,474,0.040438,4.04,0.0502,2.8691,15.601,93.80364884,1,0.346,0.02382940422,0
S060000254,중학교,동구,우송중학교,0.9885288167,0.3503543151,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",2,0,205,-0.000016,0,0.06829268293,4.034,27.601,89.43223577,0.3248609789,0.3712,0,0.4875
S060000283,초등학교,동구,대전대동초등학교,0.9588068809,0.5641563275,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",18,19,301,-0.0093,-0.93,0.06644518272,4.034,27.601,89.43285161,1,0.3712,0,0.2475
S060000284,초등학교,동구,대전대룡초등학교,0.885540132,0.4929022623,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",10,19,354,-0.02035,-2.04,0.0502,2.8691,15.601,93.80364884,1,0.3712,0,0.115
S060000331,초등학교,동구,대전흥룡초등학교,0.8397239596,0.4935628103,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",13,22,363,-0.02134,-2.13,0.04407713499,4.034,27.601,89.44030762,1,0.3712,0,0.0925
S060000328,초등학교,동구,대전판암초등학교,0.8339485259,0.4902697454,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",12,20,366,-0.00971,-0.97,0.04918032787,4.034,27.601,89.43860656,1,0.3712,0,0.085
S060000165,,동구,계룡디지텍고등학교,0.8274681199,0.2060097865,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",2,1,317,0.003154574132,0.3154574132,0.0502,2.8691,15.601,93.80364884,0.008592135564,0.3712,0.004451123453,0.2075
S060000310,초등학교,동구,대전성남초등학교,0.8012550798,0.4713554644,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",3,35,383,-0.08355,-8.36,0.06266318538,4.034,27.601,89.43411227,1,0.3712,0,0.0425
S060000278,중학교,동구,한밭여자중학교,0.7216504631,0.2205422351,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",10,16,358,-0.000016,0,0.04469273743,4.034,27.601,89.44010242,0.1198126567,0.3712,0,0.105
S060000346,초등학교,대덕구,장동초등학교,1.54263725,0.8540808155,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",13,6,29,0.066785,6.68,0.0502,2.8691,15.601,93.80364884,1,0.3436,0.001873602563,0.9275
S060000345,초등학교,대덕구,와동초등학교,1.45882808,0.8788764601,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",33,9,174,0.1,13.79,0.1264367816,4.933,31.823,87.70585441,1,0.3436,0.01375590782,0.565
S060001115,초등학교,유성구,대전배울초등학교,1.126480178,1.119938809,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",27,19,635,0.012598,1.26,0.02519685039,2.08,7.841,96.68460105,1,0.346,0.01781822899,0
S060000308,초등학교,대덕구,대전석봉초등학교,1.367654224,0.8246906208,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",8,4,89,0.044944,4.49,0.1348314607,4.933,31.823,87.70305618,1,0.3436,0.004717,0.7775
S060000292,초등학교,대덕구,대전동도초등학교,1.322505204,0.7915335475,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",2,8,101,-0.05941,-5.94,0.0198019802,4.933,31.823,87.74139934,1,0.3436,0,0.7475
S060000289,초등학교,대덕구,대전대화초등학교,1.23321816,0.7436511394,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",3,16,148,-0.07501,-7.5,0.1351351351,4.933,31.823,87.70295495,1,0.3436,0,0.63
S060000347,초등학교,대덕구,회덕초등학교,1.227718342,0.7366805923,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",1,9,151,-0.05298,-5.3,0.07947019868,4.933,31.823,87.72150993,1,0.3436,0,0.6225
S060000339,초등학교,대덕구,새일초등학교,1.133247735,0.6786238836,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",3,10,201,-0.03483,-3.48,0.03980099502,4.933,31.823,87.734733,1,0.3436,0,0.4975
S060000260,중학교,대덕구,오정중학교,1.108419129,0.3508264267,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",3,4,104,-0.00124,-0.12,0.1153846154,4.933,31.823,87.70953846,0,0.3436,0,0.74
S060000281,중학교,대덕구,회덕중학교,1.093218075,0.4126944887,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",8,2,132,-0.00374,-0.37,0.0303030303,4.933,31.823,87.73789899,0.3672846462,0.3436,0,0.67
S060000314,초등학교,대덕구,대전양지초등학교,1.082130999,0.6483466151,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",11,12,228,-0.00439,-0.44,0.05263157895,4.933,31.823,87.73045614,1,0.3436,0,0.43
S060001070,초등학교,서구,대전신계초등학교,1.097786372,1.088238761,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",31,27,795,0.005031,0.5,0.03773584906,1.942,9.077,96.31442138,1,0.3423,0.01409724657,0
S060000297,초등학교,대덕구,대전목상초등학교,1.080071177,0.6498631152,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",5,27,229,-0.09607,-9.61,0.1135371179,4.933,31.823,87.71015429,1,0.3436,0,0.4275
S060000537,초등학교,유성구,대전지족초등학교,1.08965785,1.081057207,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",26,17,474,0.018987,1.9,0.03375527426,2.08,7.841,96.68174824,1,0.346,0.01632850883,0
S060000330,초등학교,대덕구,대전화정초등학교,1.063218629,0.636953031,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",3,14,238,-0.0542,-5.42,0.05042016807,4.933,31.823,87.73119328,1,0.3436,0,0.405
S060000245,중학교,대덕구,대전경덕중학교,1.04016096,0.3444873133,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",4,0,205,-0.00124,-0.12,0.0502,2.8691,15.601,93.80364884,0.4089242253,0.3436,0,0.4875
S060000263,중학교,대덕구,중리중학교,1.023681887,0.3253150685,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",0,2,159,-0.00374,-0.37,0.06289308176,4.933,31.823,87.72703564,0.1127351925,0.3436,0,0.6025
S060001081,초등학교,대덕구,대전비래초등학교,0.9761086546,0.5859076669,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",8,16,284,-0.03301,-3.3,0.08450704225,4.933,31.823,87.71983099,1,0.3436,0,0.29
S060000294,초등학교,대덕구,대전동산초등학교,0.9684761264,0.5825866768,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",11,21,288,-0.03472,-3.47,0.1111111111,4.933,31.823,87.71096296,1,0.3436,0,0.28
S060000273,중학교,대덕구,신탄중앙중학교,0.9348897032,0.3924980438,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",7,5,239,-0.00167,-0.16,0.09205020921,4.933,31.823,87.7173166,0.4804605193,0.3436,0,0.4025
S060000324,초등학교,대덕구,대전중원초등학교,0.9100086803,0.544900997,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",12,24,319,-0.03762,-3.76,0.03761755486,4.933,31.823,87.73546082,1,0.3436,0,0.2025
S060000252,중학교,대덕구,대전대화중학교,0.9045325011,0.2948808259,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",3,5,235,-0.00124,-0.12,0.07659574468,4.933,31.823,87.72246809,0.1582079915,0.3436,0,0.4125
S060000535,초등학교,유성구,대전전민초등학교,1.047204618,1.044753463,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",41,38,1081,0.001051,0.11,0.01110083256,2.08,7.841,96.68929972,1,0.346,0.008761269924,0
